snp-dists 0.6.3,ISLHD_2017_10_S81,ISLHD_2017_11_S82,ISLHD_2017_12_S83,ISLHD_2017_13_S84,ISLHD_2017_14_S85,ISLHD_2017_15_S86,ISLHD_2017_16_S87,ISLHD_2017_17_S88,ISLHD_2017_18_S89,ISLHD_2017_1_S76,ISLHD_2017_2_S116,ISLHD_2017_3_S117,ISLHD_2017_4_S118,ISLHD_2017_5_S77,ISLHD_2017_6_S119,ISLHD_2017_7_S78,ISLHD_2017_8_S79,ISLHD_2017_9_S80,ISLHD_2018_10_S99,ISLHD_2018_11_S100,ISLHD_2018_12_S101,ISLHD_2018_13_S102,ISLHD_2018_14_S103,ISLHD_2018_15_S104,ISLHD_2018_16_S105,ISLHD_2018_17_S106,ISLHD_2018_1_S90,ISLHD_2018_2_S91,ISLHD_2018_3_S92,ISLHD_2018_4_S93,ISLHD_2018_5_S94,ISLHD_2018_6_S95,ISLHD_2018_7_S96,ISLHD_2018_8_S97,ISLHD_2018_9_S98,ISLHD_2019_01,ISLHD_2019_02,ISLHD_2019_03,ISLHD_2019_04,ISLHD_2019_05,ISLHD_2019_06,ISLHD_2019_07,ISLHD_2019_08,ISLHD_2019_09,ISLHD_2019_10,ISLHD_2019_11,ISLHD_2019_12,ISLHD_2019_13,ISLHD_2019_14,ISLHD_2019_15,ISLHD_2019_16,ISLHD_2019_17,ISLHD_2019_18,ISLHD_2019_19,ISLHD_2019_20,ISLHD_2019_21,ISLHD_2019_22,ISLHD_2019_23,ISLHD_2019_24,ISLHD_2019_25,ISLHD_2019_26,ISLHD_2019_27,ISLHD_2019_28,ISLHD_2019_29,ISLHD_2019_30,MD_6_A10,MD_6_A11,MD_6_A12,MD_6_A8,MD_6_A9,MD_6_B10,MD_6_B11,MD_6_B12,MD_6_B8,MD_6_B9,MD_6_C10,MD_6_C11,MD_6_C12,MD_6_C8,MD_6_C9,MD_6_D10,MD_6_D11,MD_6_D12,MD_6_D8,MD_6_D9,MD_6_E10,MD_6_E11,MD_6_E12,MD_6_E8,MD_6_E9,MD_6_F10,MD_6_F11,MD_6_F12,MD_6_F8,MD_6_F9,MD_6_G10,MD_6_G11,MD_6_G8,MD_6_G9,MD_6_H10,MD_6_H11,MD_6_H7,MD_6_H8,MD_6_H9,MD_7_A1,MD_7_A2,MD_7_A3,MD_7_B1,MD_7_B2,MD_7_C1,MD_7_C2,MD_7_D1,MD_7_D2,MD_7_E1,MD_7_E2,MD_7_F1,MD_7_F2,MD_7_G1,MD_7_G2,MD_7_H1,MD_7_H2,SG19_084_Sal,SG19_116_05_E_coli,SG19_116_Sal,SG19_171_Sal,SG19_182_Sal,SG19_233_Sal,SG19_238_Sal,SG19_269_Sal,SG19_284_Sal,SG19_288_Sal,SG19_292_Sal,SG19_298_Sal,SG19_327_Sal,SG19_334_Sal,SG19_380_Sal,SG19_397_Sal,SG19_400_Sal,SIML_2017_01,SIML_2017_02,SIML_2017_03,SIML_2017_04,SIML_2017_05,SIML_2017_06,SIML_2017_07,SIML_2017_08,SIML_2017_09,SIML_2017_10,SIML_2017_13,SIML_2017_14,SIML_2017_15,SIML_2017_16,SIML_2017_18,SIML_2017_19,SIML_2017_21,SIML_2017_22,SIML_2017_23,SIML_2017_24,SIML_2019_02,SIML_2019_04,SIML_2019_05,SIML_2019_06,SIML_2019_07,SIML_2019_08,SIML_2019_09,SIML_2019_10,SIML_2019_11,SIML_2019_12,SIML_2019_13,SIML_2019_14,SIML_2019_15,Seagull_18_100_1_S16,Seagull_18_100_2_S17,Seagull_18_117_1_S21,Seagull_18_117_2_S22,Seagull_18_117_3_S23,Seagull_18_124_1_S26,Seagull_18_132_1_S29,Seagull_18_132_2_S30,Seagull_18_163_1_S37,Seagull_18_163_2_S38,Seagull_18_165_S107,Seagull_18_172_S40,Seagull_18_190_1_S42,Seagull_18_190_2_S43,Seagull_18_206_S47,Seagull_18_220_S109,Seagull_18_240_1_S58,Seagull_18_240_2_S59,Seagull_18_255_S68,Seagull_18_90_1_S9,Seagull_18_90_2_S10,Seagull_18_96_1_S14,Seagull_18_96_2_S15,W_1_B11,W_1_C11,W_1_D11,W_1_E11,W_1_F11,W_1_G11,W_1_H11
Seagull_18_117_3_S23,33625,646,28817,28815,28125,28396,643,28802,636,27272,28191,662,40339,28807,30223,27792,40242,513,635,614,33447,33625,28811,686,509,33437,551,27762,647,28395,26768,28118,613,15302,514,30229,539,28817,30171,30211,503,40189,15310,33557,27044,33447,33537,33556,503,516,33437,33549,28814,40260,28193,641,40260,28783,28182,28178,23607,28632,662,27744,28637,40283,511,27959,511,509,517,509,511,516,509,518,554,515,15309,40286,517,511,33523,516,40276,35591,517,28635,15288,27965,515,35457,28630,27130,33431,509,39974,510,510,33201,511,15306,35605,28188,510,511,33534,33568,516,517,510,28632,515,509,35601,513,33522,33536,30225,15292,28637,28630,29204,29189,526,27886,29206,536,40087,30165,28642,33526,33499,33612,29209,636,33531,636,25995,30217,553,15316,669,510,28350,40187,27791,27791,33533,34203,28383,28356,513,515,40016,555,613,33058,28235,28397,635,26921,40556,677,28398,28402,8996,28425,663,28636,28817,675,676,1,1,0,40286,30705,30709,1,2,2,2,1,1,1,0,2,1,0,1,0,28615,28613,30623,27175,33570,27174,33561,27138,33437
Seagull_18_124_1_S26,36632,40029,39886,39890,39844,39903,40041,39876,40035,39414,39910,39993,22256,39888,38975,40154,6261,40055,40022,40005,37781,36631,39900,40046,40077,37769,40068,40094,40029,39900,39919,40162,39971,39754,40081,38982,39440,39881,38984,38957,40067,23997,39758,38146,39874,37783,38159,38162,40070,40085,37774,38157,39888,13974,39918,40040,6289,39851,39947,39944,33994,39048,40012,40113,39050,24100,40058,40334,40046,40059,40061,40056,40068,40075,40065,40060,40084,40058,39757,6256,40079,40054,37606,40072,6261,42038,40076,39050,39753,40336,40068,41910,39044,39845,37772,40057,23922,40045,40056,37715,40066,39759,42058,39916,40058,40056,37613,36580,40067,40070,40059,39044,40067,40013,42052,40067,37610,37620,38975,39773,39053,39052,40488,40470,40066,39953,40484,39424,23780,38975,39054,37491,38138,36621,40485,40025,37496,40027,36705,38968,40064,39771,39974,40080,39816,24001,40157,40152,38153,36657,39883,39868,40063,40084,22173,40071,40011,38082,39941,39906,40022,39755,24804,40022,39912,39896,40231,39923,40006,39044,39879,40018,40011,40294,40286,40286,0,40009,40038,40295,40293,40291,40297,40288,40296,40286,40298,40292,40282,40291,40197,40198,39549,39545,40351,39998,38159,39996,38176,39872,37768
Seagull_18_132_1_S29,33965,30425,30911,30910,31004,30413,30432,30897,30423,31150,31064,30394,40364,30914,31219,30805,39944,30460,30417,30394,33910,33962,30906,30456,30471,33903,30477,30757,30427,30399,30605,30679,30386,30550,30465,31226,29941,30900,31154,31201,30462,40077,30562,33851,30454,33908,33836,33861,30459,30475,33908,33843,30908,39949,31064,30429,39960,30870,30380,30374,25828,31555,30409,30758,31559,40168,30454,30781,30451,30458,30457,30457,30464,30467,30468,30456,30487,30457,30557,39974,30466,30455,33950,30466,39953,34698,30466,31553,30543,30781,30460,34541,31552,30582,33904,30457,39798,30452,30453,33754,30459,30558,34698,31060,30452,30459,33949,33915,30460,30463,30455,31555,30462,30433,34704,30465,33950,33953,31217,30559,31559,31557,30734,30721,30471,30788,30733,29972,40073,31149,31566,33879,33836,33954,30735,30415,33890,30423,28160,31212,30484,30560,30408,30467,30359,40076,30806,30799,33832,34253,30397,30361,30457,30476,39991,30485,30391,33459,31111,30407,30418,30797,40583,30421,30407,30405,30736,30424,30410,31555,30908,30422,30418,30707,30704,30705,40009,0,0,30709,30708,30712,30707,30711,30712,30704,30707,30699,30701,30705,30618,30619,31025,31025,31477,30541,33858,30538,33860,30583,33900
Seagull_18_132_2_S30,33963,30419,30918,30916,31008,30408,30426,30898,30416,31145,31064,30390,40382,30915,31217,30804,39973,30456,30413,30389,33911,33957,30911,30451,30466,33902,30473,30758,30423,30399,30594,30685,30382,30548,30460,31227,29943,30907,31155,31201,30458,40107,30554,33863,30463,33908,33849,33869,30461,30477,33906,33857,30912,39971,31068,30423,39990,30876,30391,30385,25833,31556,30404,30757,31564,40185,30456,30782,30447,30454,30453,30453,30459,30464,30464,30451,30488,30452,30555,40002,30462,30458,33960,30462,39985,34705,30463,31557,30542,30782,30463,34545,31557,30581,33903,30460,39823,30448,30456,33753,30461,30556,34706,31062,30454,30456,33960,33912,30456,30459,30457,31557,30457,30430,34711,30461,33960,33964,31217,30554,31564,31558,30744,30733,30467,30788,30743,29967,40080,31147,31569,33876,33844,33951,30747,30417,33887,30419,28160,31212,30486,30560,30402,30463,30359,40103,30805,30798,33846,34253,30397,30363,30459,30472,40020,30487,30392,33462,31112,30407,30413,30792,40608,30416,30409,30406,30730,30424,30405,31559,30912,30417,30413,30709,30708,30709,40038,0,0,30712,30711,30709,30709,30709,30709,30706,30709,30701,30698,30707,30616,30617,31027,31027,31481,30544,33872,30541,33868,30578,33901
Seagull_18_163_1_S37,33630,647,28818,28820,28131,28395,645,28802,637,27276,28194,663,40339,28812,30229,27798,40246,514,636,615,33449,33628,28816,687,510,33440,552,27768,648,28398,26772,28122,614,15305,515,30235,540,28819,30174,30216,504,40204,15312,33556,27048,33453,33543,33557,504,517,33441,33553,28819,40262,28197,643,40267,28786,28197,28193,23611,28635,663,27752,28645,40285,512,27969,512,510,518,510,512,517,510,519,555,516,15312,40289,518,512,33530,517,40282,35596,518,28639,15289,27976,516,35466,28638,27136,33434,510,39976,511,511,33204,512,15308,35614,28195,511,512,33539,33573,517,518,511,28634,516,510,35607,514,33532,33543,30234,15295,28646,28632,29220,29191,527,27888,29209,537,40090,30170,28642,33533,33498,33617,29213,637,33536,637,25996,30226,554,15317,670,511,28356,40200,27796,27799,33541,34205,28389,28360,514,516,40016,556,616,33067,28237,28401,636,26924,40558,678,28402,28403,8998,28430,665,28638,28820,676,677,2,2,1,40295,30709,30712,0,1,3,3,2,2,2,1,3,2,1,2,1,28621,28621,30628,27179,33573,27178,33560,27143,33439
Seagull_18_163_2_S38,33626,646,28817,28819,28129,28395,644,28801,636,27275,28193,662,40337,28811,30227,27796,40245,513,635,614,33448,33625,28815,686,509,33439,551,27766,647,28398,26771,28119,613,15304,514,30233,539,28818,30172,30214,503,40202,15311,33554,27048,33452,33540,33554,503,516,33440,33551,28818,40260,28195,642,40266,28785,28196,28192,23610,28634,662,27750,28644,40283,511,27968,511,509,517,509,511,516,509,518,554,515,15311,40288,517,511,33526,516,40281,35594,517,28639,15288,27975,515,35464,28637,27136,33433,509,39973,510,510,33203,511,15307,35612,28194,510,511,33535,33570,516,517,510,28633,515,509,35605,513,33528,33539,30232,15294,28644,28632,29218,29189,526,27887,29207,536,40088,30168,28642,33530,33496,33613,29211,636,33533,636,25996,30224,553,15316,669,510,28356,40198,27794,27797,33538,34202,28389,28360,513,515,40013,555,615,33064,28238,28401,635,26923,40556,677,28402,28403,8997,28430,664,28638,28819,675,676,1,1,2,40293,30708,30711,1,0,2,2,1,1,1,2,2,3,2,1,2,28619,28619,30627,27176,33571,27175,33557,27143,33438
Seagull_18_165_S107,33630,646,28815,28815,28129,28401,643,28802,637,27274,28196,663,40341,28809,30227,27795,40246,513,636,615,33451,33630,28811,686,511,33442,552,27763,647,28395,26771,28123,614,15304,514,30233,540,28815,30173,30215,505,40198,15314,33556,27047,33452,33534,33557,503,516,33442,33545,28814,40263,28199,642,40264,28783,28182,28178,23607,28640,662,27746,28638,40281,511,27961,511,509,517,509,513,518,511,518,555,515,15310,40300,517,511,33524,516,40289,35595,517,28635,15289,27966,515,35461,28632,27132,33436,509,39979,512,510,33206,513,15308,35606,28193,510,511,33534,33574,516,519,510,28640,515,509,35604,515,33523,33536,30225,15295,28638,28636,29205,29189,527,27892,29206,538,40088,30169,28648,33535,33501,33618,29207,636,33540,637,25996,30217,553,15317,669,512,28351,40197,27794,27794,33530,34207,28384,28359,515,515,40020,556,613,33062,28241,28396,636,26924,40559,677,28399,28402,8996,28425,663,28642,28817,675,676,1,1,2,40291,30712,30709,3,2,0,2,1,1,1,2,2,3,2,1,2,28620,28618,30629,27180,33567,27179,33562,27142,33441
Seagull_18_172_S40,33628,645,28817,28819,28128,28398,644,28800,637,27275,28192,662,40339,28811,30228,27799,40249,513,635,615,33448,33628,28815,685,511,33439,552,27768,646,28399,26770,28125,613,15306,514,30233,540,28818,30174,30215,505,40213,15312,33559,27046,33453,33547,33559,503,516,33440,33556,28818,40265,28197,643,40269,28785,28195,28191,23609,28637,662,27752,28646,40284,511,27969,510,509,516,509,513,517,511,517,555,514,15313,40301,517,510,33532,515,40294,35599,516,28642,15290,27975,515,35467,28639,27137,33434,509,39977,511,510,33204,513,15309,35616,28194,510,511,33541,33574,515,518,510,28636,515,509,35610,515,33531,33545,30232,15296,28648,28635,29212,29191,526,27894,29208,537,40090,30169,28645,33534,33501,33616,29211,636,33537,637,25998,30224,553,15317,669,512,28355,40212,27798,27800,33543,34205,28388,28363,515,515,40021,556,615,33069,28237,28402,636,26923,40559,676,28403,28403,8997,28429,663,28641,28818,675,675,1,1,2,40297,30707,30709,3,2,2,0,1,1,1,2,2,3,2,1,2,28619,28619,30626,27178,33573,27176,33563,27144,33438
Seagull_18_190_1_S42,33628,645,28816,28815,28128,28400,642,28803,635,27273,28194,661,40341,28809,30228,27795,40244,512,634,613,33452,33629,28811,685,508,33442,550,27765,646,28396,26770,28118,612,15302,513,30234,538,28816,30176,30216,502,40188,15312,33557,27047,33453,33536,33558,502,515,33442,33548,28814,40262,28198,640,40262,28783,28183,28179,23606,28637,661,27747,28636,40282,510,27958,510,508,516,508,510,515,508,517,553,514,15309,40288,516,510,33524,515,40277,35596,516,28634,15288,27966,514,35461,28629,27133,33436,508,39977,509,509,33205,510,15306,35606,28192,509,510,33535,33572,515,516,509,28637,514,508,35605,512,33523,33537,30226,15294,28636,28635,29204,29188,525,27887,29207,535,40088,30170,28647,33534,33502,33615,29208,635,33539,635,25997,30218,552,15316,668,509,28351,40187,27794,27794,33532,34207,28384,28357,512,514,40018,554,612,33060,28240,28398,634,26925,40559,676,28399,28403,8995,28425,662,28641,28817,674,675,0,0,1,40288,30711,30709,2,1,1,1,0,0,0,1,1,2,1,0,1,28617,28615,30628,27179,33569,27178,33563,27140,33442
Seagull_18_190_2_S43,33630,645,28815,28816,28131,28401,643,28802,636,27273,28197,662,40341,28810,30228,27797,40248,512,635,614,33456,33630,28811,685,510,33447,551,27767,646,28395,26772,28128,613,15304,513,30233,539,28815,30173,30215,504,40203,15313,33558,27046,33458,33544,33559,502,515,33448,33554,28814,40264,28200,642,40266,28784,28186,28182,23610,28643,661,27751,28645,40282,510,27962,510,508,516,508,512,517,510,517,554,514,15311,40300,516,510,33528,515,40291,35596,516,28639,15288,27969,514,35463,28638,27133,33440,508,39978,511,509,33211,512,15307,35608,28195,509,510,33539,33575,515,518,509,28643,514,508,35605,514,33530,33543,30226,15296,28644,28638,29208,29190,526,27891,29207,537,40090,30170,28650,33538,33503,33618,29209,635,33543,636,25998,30218,552,15316,668,511,28351,40202,27797,27797,33541,34208,28384,28360,514,514,40020,555,613,33069,28242,28398,635,26923,40560,676,28399,28402,8996,28426,663,28645,28816,674,675,0,0,1,40296,30712,30709,2,1,1,1,0,0,0,1,1,2,1,0,1,28620,28620,30627,27180,33572,27179,33564,27142,33446
Seagull_18_206_S47,33623,645,28814,28815,28126,28398,642,28799,636,27271,28192,662,40334,28807,30222,27794,40242,512,635,614,33444,33624,28811,685,510,33436,551,27762,646,28396,26769,28121,613,15302,513,30227,539,28814,30167,30209,504,40197,15310,33553,27043,33447,33535,33552,502,515,33436,33545,28814,40258,28194,641,40260,28782,28185,28181,23606,28631,661,27746,28636,40280,510,27961,510,508,516,508,512,517,510,517,554,514,15310,40295,516,510,33525,515,40285,35590,516,28632,15286,27967,514,35457,28629,27129,33431,508,39972,511,509,33199,512,15306,35605,28191,509,510,33534,33569,515,518,509,28631,514,508,35599,514,33524,33536,30225,15293,28636,28627,29204,29186,526,27891,29201,537,40082,30164,28639,33527,33496,33611,29206,635,33532,636,25995,30217,552,15314,668,511,28352,40196,27793,27793,33531,34200,28385,28360,514,514,40012,555,612,33057,28236,28398,635,26921,40551,676,28400,28401,8995,28426,662,28633,28816,674,675,0,0,1,40286,30704,30706,2,1,1,1,0,0,0,1,1,2,1,0,1,28617,28617,30624,27174,33566,27173,33557,27140,33435
Seagull_18_220_S109,33629,645,28817,28819,28129,28398,644,28800,637,27275,28192,662,40339,28811,30228,27799,40249,513,635,615,33448,33628,28815,685,511,33439,552,27768,646,28399,26770,28126,613,15306,514,30233,540,28818,30174,30215,505,40213,15312,33559,27046,33453,33547,33559,503,516,33440,33556,28818,40265,28198,643,40269,28785,28195,28191,23610,28638,662,27752,28647,40284,511,27969,510,509,516,509,513,517,511,517,555,514,15313,40301,517,510,33533,515,40294,35598,516,28642,15290,27975,515,35466,28640,27137,33434,509,39979,511,510,33204,513,15309,35615,28194,510,511,33542,33574,515,518,510,28637,515,509,35609,515,33532,33546,30232,15296,28648,28635,29212,29191,526,27894,29208,538,40090,30169,28645,33535,33501,33617,29211,636,33538,637,25998,30224,553,15317,669,512,28355,40212,27798,27800,33543,34205,28388,28363,515,515,40022,556,615,33069,28239,28402,636,26923,40559,676,28403,28403,8997,28429,663,28641,28818,675,675,1,1,0,40298,30707,30709,1,2,2,2,1,1,1,0,2,1,0,1,0,28620,28620,30627,27179,33573,27177,33563,27144,33438
Seagull_18_240_1_S58,33623,645,28810,28812,28110,28382,644,28793,637,27273,28180,662,40337,28804,30225,27792,40246,513,635,615,33444,33624,28807,685,511,33435,552,27761,646,28386,26769,28117,613,15300,514,30230,540,28811,30171,30212,505,40204,15307,33552,27039,33447,33538,33550,503,516,33436,33547,28811,40261,28185,643,40264,28779,28191,28187,23608,28628,662,27745,28635,40283,511,27959,510,509,516,509,513,517,511,517,555,514,15308,40298,517,510,33519,515,40289,35595,516,28631,15285,27965,515,35463,28628,27127,33430,509,39970,511,510,33201,513,15304,35611,28183,510,511,33526,33570,515,518,510,28627,515,509,35605,515,33518,33530,30229,15291,28637,28626,29202,29181,526,27891,29195,538,40087,30166,28636,33528,33494,33612,29201,636,33533,637,25995,30221,553,15312,669,512,28341,40203,27791,27792,33534,34190,28374,28350,515,515,40010,556,615,33060,28217,28386,636,26915,40553,676,28390,28390,8992,28416,663,28630,28812,675,675,1,1,2,40292,30699,30701,3,2,2,2,1,1,1,2,0,1,2,1,2,28616,28616,30618,27172,33564,27170,33556,27134,33434
Seagull_18_240_2_S59,33627,647,28810,28810,28112,28389,644,28797,638,27273,28187,664,40331,28804,30229,27792,40238,514,637,616,33453,33628,28804,687,512,33444,553,27761,648,28385,26772,28118,615,15299,515,30234,541,28810,30174,30216,506,40197,15310,33552,27039,33451,33531,33553,504,517,33444,33541,28808,40256,28188,643,40256,28778,28182,28178,23609,28638,663,27744,28637,40272,512,27956,512,510,518,510,514,519,512,519,556,516,15306,40292,518,512,33513,517,40284,35593,518,28632,15285,27961,516,35460,28631,27118,33438,510,39975,513,511,33209,514,15304,35604,28184,511,512,33523,33572,517,520,511,28638,516,510,35599,516,33512,33522,30226,15291,28638,28631,29198,29181,528,27893,29198,539,40082,30171,28646,33535,33497,33615,29199,637,33538,638,25996,30218,554,15313,670,513,28340,40195,27792,27791,33526,34196,28373,28350,516,516,40007,557,614,33063,28222,28383,637,26917,40549,678,28389,28393,8992,28416,664,28641,28812,676,677,2,2,1,40282,30701,30698,2,3,3,3,2,2,2,1,1,0,1,2,1,28617,28615,30623,27175,33563,27174,33558,27135,33443
Seagull_18_255_S68,33626,645,28815,28818,28127,28394,643,28798,637,27273,28191,662,40334,28809,30223,27797,40246,513,635,615,33446,33626,28814,685,511,33438,552,27766,646,28395,26769,28120,613,15305,514,30228,540,28817,30169,30210,505,40206,15312,33556,27045,33448,33540,33554,503,516,33438,33548,28816,40262,28194,642,40264,28784,28189,28185,23608,28632,662,27749,28641,40280,511,27964,510,509,516,509,513,517,511,517,555,514,15313,40299,517,510,33530,515,40289,35595,516,28636,15290,27971,515,35464,28634,27134,33434,509,39976,511,510,33202,513,15309,35612,28193,510,511,33538,33572,515,518,510,28631,515,509,35607,515,33529,33540,30227,15296,28643,28630,29210,29188,526,27893,29202,538,40087,30164,28640,33528,33497,33615,29209,636,33533,637,25990,30219,553,15317,669,512,28352,40205,27796,27796,33536,34200,28384,28359,515,515,40017,556,614,33063,28238,28399,636,26922,40554,676,28399,28399,8996,28425,662,28634,28817,675,675,1,1,0,40291,30705,30707,1,2,2,2,1,1,1,0,2,1,0,1,0,28617,28617,30623,27176,33568,27174,33560,27141,33437
Seagull_18_90_1_S9,33532,560,28726,28724,28034,28307,558,28715,551,27173,28101,577,40252,28718,30137,27699,40152,427,550,529,33350,33533,28720,600,425,33339,466,27668,561,28301,26670,28029,528,15217,428,30143,454,28726,30085,30125,419,40104,15227,33454,26949,33351,33431,33455,417,430,33340,33445,28723,40168,28108,557,40169,28687,28092,28089,23508,28540,576,27651,28538,40190,425,27865,425,423,431,423,427,432,425,432,469,429,15222,40206,431,425,33422,430,40195,35501,431,28537,15203,27870,429,35366,28532,27035,33332,423,39882,426,424,33109,427,15220,35511,28096,424,425,33434,33475,430,433,424,28540,429,423,35509,429,33424,33438,30135,15207,28539,28539,29119,29104,441,27795,29123,452,39994,30080,28550,33437,33399,33518,29124,550,33445,551,25906,30127,467,15230,583,426,28256,40103,27698,27695,33429,34110,28289,28265,429,429,39928,470,528,32963,28144,28302,550,26834,40465,591,28304,28308,8910,28331,578,28544,28726,589,590,0,0,1,40197,30618,30616,2,1,1,1,0,0,0,1,1,2,1,0,1,28522,28523,30533,27087,33467,27086,33460,27044,33339
Seagull_18_90_2_S10,33533,561,28727,28725,28035,28308,559,28716,552,27174,28102,578,40253,28719,30138,27700,40153,428,551,530,33351,33534,28721,601,426,33340,467,27669,562,28302,26671,28030,529,15218,429,30144,455,28727,30086,30126,420,40105,15228,33455,26950,33352,33432,33456,418,431,33341,33446,28724,40169,28109,558,40170,28688,28093,28090,23509,28541,577,27652,28539,40191,426,27866,426,424,432,424,428,433,426,433,470,430,15223,40207,432,426,33423,431,40196,35502,432,28538,15204,27871,430,35367,28533,27036,33333,424,39883,427,425,33110,428,15221,35512,28097,425,426,33435,33476,431,434,425,28541,430,424,35510,430,33425,33439,30136,15208,28540,28540,29120,29105,442,27796,29124,453,39995,30081,28551,33438,33400,33519,29125,551,33446,552,25907,30128,468,15231,584,427,28257,40104,27699,27696,33430,34111,28290,28266,430,430,39929,471,529,32964,28145,28303,551,26835,40466,592,28305,28309,8911,28332,579,28545,28727,590,591,1,1,0,40198,30619,30617,1,2,2,2,1,1,1,0,2,1,0,1,0,28523,28524,30534,27088,33468,27087,33461,27045,33340
Seagull_18_96_1_S14,33145,28334,29641,29640,29207,28094,28333,29628,28316,28384,29251,28293,39835,29635,30038,28871,39494,28369,28318,28293,33046,33140,29646,28349,28374,33040,28385,28819,28327,28096,27728,28796,28279,28009,28366,30046,27954,29628,29979,30029,28364,39585,28012,33047,27703,33044,33039,33049,28367,28382,33041,33044,29640,39436,29253,28336,39511,29621,28567,28565,23829,29089,28302,28821,29093,39808,28368,28619,28368,28368,28364,28367,28373,28369,28374,28362,28403,28360,28014,39523,28366,28373,32886,28368,39506,35319,28360,29083,28000,28623,28367,35201,29085,27562,33035,28371,39580,28365,28368,32622,28376,28013,35333,29244,28366,28368,32899,33083,28361,28363,28370,29090,28363,28349,35333,28373,32892,32899,30036,28011,29094,29086,29301,29287,28386,27921,29299,28020,39504,29976,29103,33104,32982,33134,29303,28323,33107,28323,25751,30033,28388,28018,28294,28372,28046,39586,28866,28866,33033,33701,28086,28057,28374,28379,39540,28390,28294,32964,29296,28094,28320,28197,39919,28316,28096,28103,28136,28105,28301,29089,29650,28315,28316,28620,28615,28615,39549,31025,31027,28621,28619,28620,28619,28617,28620,28617,28620,28616,28617,28617,28522,28523,0,0,30287,27890,33066,27886,33057,27589,33038
Seagull_18_96_2_S15,33144,28332,29638,29643,29208,28093,28333,29631,28316,28386,29253,28291,39833,29638,30039,28870,39492,28367,28321,28293,33044,33139,29643,28347,28374,33038,28385,28817,28325,28094,27734,28795,28280,28005,28366,30047,27954,29631,29980,30030,28364,39582,28010,33044,27699,33041,33034,33046,28367,28382,33039,33039,29637,39436,29255,28336,39508,29614,28570,28568,23827,29087,28302,28818,29091,39812,28368,28619,28366,28368,28362,28367,28373,28367,28372,28363,28403,28361,28010,39521,28366,28371,32883,28366,39504,35315,28361,29081,27998,28623,28365,35198,29083,27561,33032,28369,39582,28366,28366,32620,28376,28009,35329,29245,28366,28366,32893,33082,28361,28364,28370,29088,28363,28350,35329,28373,32889,32896,30037,28007,29092,29084,29301,29287,28384,27918,29299,28020,39499,29977,29101,33105,32979,33133,29303,28321,33106,28324,25750,30034,28388,28012,28294,28372,28045,39583,28865,28861,33028,33700,28084,28055,28374,28379,39539,28390,28294,32963,29297,28092,28321,28198,39918,28314,28094,28101,28134,28103,28299,29087,29647,28315,28314,28620,28613,28613,39545,31025,31027,28621,28619,28618,28619,28615,28620,28617,28620,28616,28615,28617,28523,28524,0,0,30287,27892,33062,27888,33054,27589,33035
W_1_B11,34662,30346,30609,30620,30564,30438,30344,30614,30324,30519,30605,30253,40611,30623,31572,30430,40361,30370,30336,30301,34153,34661,30629,30353,30393,34144,30385,30369,30342,30426,30157,30518,30287,30089,30385,31575,29880,30608,31554,31525,30375,40202,30097,34339,30035,34152,34318,34349,30377,30399,34146,34330,30611,40186,30609,30342,40345,30583,29848,29848,25926,31152,30296,30382,31156,40401,30367,30459,30370,30370,30380,30370,30375,30383,30379,30377,30400,30377,30096,40391,30376,30374,33958,30384,40344,34537,30374,31151,30083,30460,30379,34433,31152,30151,34145,30368,40241,30367,30365,33818,30374,30094,34546,30599,30368,30368,33958,34566,30373,30381,30370,31154,30379,30345,34546,30373,33961,33958,31559,30102,31157,31149,29507,29489,30388,30282,29510,29948,40191,31552,31163,34393,34267,34645,29509,30331,34397,30338,27970,31563,30388,30098,30295,30387,30359,40212,30427,30435,34315,34754,30418,30391,30372,30394,40358,30392,30300,34258,30644,30429,30336,30160,40712,30308,30432,30434,30792,30459,30294,31157,30616,30308,30309,30625,30623,30623,40351,31477,31481,30628,30627,30629,30626,30628,30627,30624,30627,30618,30623,30623,30533,30534,30287,30287,0,30390,34341,30387,34350,30158,34138
W_1_C11,33718,26903,28381,28388,28121,27819,26900,28368,26888,28238,28160,26866,40179,28376,28775,27936,39900,26952,26890,26865,33362,33719,28377,26919,26960,33358,26960,27897,26899,27807,27772,28363,26842,26949,26954,28788,26480,28387,28740,28775,26951,40143,26962,33654,27602,33361,33636,33656,26950,26964,33355,33644,28378,39993,28162,26900,39925,28349,27984,27974,23418,28827,26883,27887,28839,40065,26948,27651,26948,26950,26943,26949,26954,26944,26952,26943,26972,26942,26956,39943,26944,26948,33338,26944,39926,35322,26944,28828,26936,27655,26938,35172,28830,27886,33357,26946,39930,26948,26948,33351,26949,26955,35339,28152,26945,26950,33346,33633,26941,26947,26948,28833,26943,26923,35338,26953,33340,33347,28782,26941,28836,28830,28551,28557,26954,27808,28558,26563,39748,28734,28842,33493,33595,33704,28558,26889,33495,26895,25521,28768,26962,26959,26879,26957,27753,40151,27945,27931,33630,34178,27803,27778,26952,26965,40096,26966,26862,33173,28205,27812,26892,27929,40457,26894,27812,27815,27172,27845,26882,28830,28386,26895,26896,27178,27175,27175,39998,30541,30544,27179,27176,27180,27178,27179,27180,27174,27179,27172,27175,27176,27087,27088,27890,27892,30390,0,33669,1,33659,27921,33356
